Date,Price,Open,High,Low,Vol.,Change %
12/9/2025,"1,438.68","1,436.96","1,443.79","1,431.28",436.87M,-0.05%
12/8/2025,"1,439.47","1,426.04","1,446.67","1,426.04",268.97M,0.94%
12/5/2025,"1,426.04","1,413.10","1,427.32","1,409.04",194.82M,1.31%
12/4/2025,"1,407.64","1,394.95","1,409.85","1,390.80",149.36M,0.91%
12/3/2025,"1,394.95","1,385.97","1,394.95","1,383.89",224.90M,0.65%
12/2/2025,"1,385.97","1,383.34","1,388.77","1,378.15",456.18M,0.19%
12/1/2025,"1,383.34","1,381.81","1,383.74","1,377.67",320.74M,0.11%
11/28/2025,"1,381.81","1,380.37","1,387.74","1,378.83",189.63M,0.25%
11/27/2025,"1,378.34","1,377.42","1,390.01","1,376.26",151.71M,0.07%
11/26/2025,"1,377.42","1,388.46","1,394.99","1,375.66",461.81M,0.24%
11/25/2025,"1,374.07","1,368.93","1,374.07","1,364.52",361.58M,0.38%
11/24/2025,"1,368.93","1,372.60","1,372.81","1,362.10",452.55M,-0.27%
11/21/2025,"1,372.60","1,368.49","1,374.34","1,367.22",346.55M,0.28%
11/20/2025,"1,368.75","1,382.61","1,382.61","1,368.75",159.48M,-1.06%
11/19/2025,"1,383.41","1,399.45","1,399.45","1,383.41",575.02M,-1.22%
11/18/2025,"1,400.53","1,413.18","1,414.98","1,397.48",73.79M,-0.90%
11/17/2025,"1,413.18","1,427.02","1,427.02","1,409.26",87.66M,-1.01%
11/14/2025,"1,427.63","1,447.90","1,450.19","1,415.65",356.38M,-1.40%
11/13/2025,"1,447.90","1,414.10","1,456.08","1,413.68",327.33M,3.80%
11/12/2025,"1,394.83","1,320.77","1,398.92","1,320.77",367.60M,7.39%
11/11/2025,"1,298.86","1,400.75","1,400.75","1,281.97",303.41M,-7.27%
11/10/2025,"1,400.75","1,409.62","1,417.96","1,392.74",94.24M,-0.65%
11/7/2025,"1,409.88","1,423.61","1,423.61","1,405.99",187.44M,-0.88%
11/6/2025,"1,422.39","1,430.43","1,430.43","1,410.36",314.77M,-0.56%
11/5/2025,"1,430.43","1,439.39","1,442.80","1,427.12",209.34M,-0.19%
11/4/2025,"1,433.10","1,461.65","1,461.70","1,429.56",319.04M,-2.05%
11/3/2025,"1,463.14","1,466.38","1,468.54","1,456.89",311.00M,-0.22%
10/31/2025,"1,466.38","1,454.25","1,466.38","1,452.42",189.14M,0.83%
10/30/2025,"1,454.25","1,453.39","1,458.26","1,450.29",159.42M,0.06%
10/29/2025,"1,453.39","1,458.93","1,463.82","1,453.39",134.64M,-0.35%
10/28/2025,"1,458.51","1,468.25","1,474.86","1,453.70",207.67M,-0.66%
10/27/2025,"1,468.25","1,488.14","1,489.49","1,466.41",212.46M,-1.98%
10/24/2025,"1,497.95","1,506.35","1,506.35","1,496.49",909.62M,-0.56%
10/23/2025,"1,506.35","1,522.48","1,530.59","1,503.25",162.06M,-1.06%
10/22/2025,"1,522.48","1,528.85","1,531.49","1,522.27",307.17M,-0.42%
10/21/2025,"1,528.85","1,525.71","1,535.13","1,524.00",205.68M,0.21%
10/20/2025,"1,525.71","1,518.39","1,525.98","1,517.99",153.27M,0.48%
10/17/2025,"1,518.39","1,518.17","1,522.24","1,513.47",196.64M,0.01%
10/16/2025,"1,518.17","1,514.99","1,518.96","1,514.59",149.03M,0.21%
10/15/2025,"1,514.99","1,517.30","1,537.69","1,514.53",151.78M,-0.15%
10/14/2025,"1,517.30","1,523.52","1,525.73","1,515.36",148.75M,-0.37%
10/13/2025,"1,522.91","1,520.43","1,522.91","1,510.26",129.70M,0.16%
10/10/2025,"1,520.43","1,521.61","1,524.00","1,518.86",123.80M,-0.08%
10/9/2025,"1,521.61","1,517.71","1,522.27","1,514.88",96.12M,0.26%
10/8/2025,"1,517.71","1,516.97","1,519.58","1,512.32",138.69M,0.12%
10/7/2025,"1,515.91","1,536.38","1,538.31","1,515.52",106.83M,-1.33%
10/6/2025,"1,536.38","1,526.68","1,536.38","1,519.25",102.16M,0.64%
10/3/2025,"1,526.68","1,516.75","1,528.87","1,512.61",252.62M,0.65%
10/2/2025,"1,516.75","1,516.58","1,517.12","1,505.91",544.52M,0.17%
9/30/2025,"1,514.11","1,516.20","1,517.06","1,507.76",935.05M,-0.14%
9/29/2025,"1,516.20","1,509.04","1,516.45","1,504.16",127.18M,0.47%
9/26/2025,"1,509.04","1,506.15","1,521.49","1,505.07",203.97M,0.19%
9/25/2025,"1,506.15","1,490.99","1,506.41","1,488.67",157.52M,1.02%
9/24/2025,"1,490.99","1,476.18","1,491.40","1,472.55",258.06M,1.29%
9/23/2025,"1,472.03","1,487.53","1,487.58","1,454.77",360.21M,-1.04%
9/22/2025,"1,487.53","1,491.31","1,497.53","1,487.53",146.65M,-0.25%
9/19/2025,"1,491.31","1,515.27","1,515.27","1,473.06",201.95M,-1.93%
9/18/2025,"1,520.68","1,524.22","1,526.79","1,511.44",108.18M,-0.23%
9/17/2025,"1,524.22","1,526.70","1,529.06","1,511.94",348.88M,-0.16%
9/16/2025,"1,526.70","1,533.47","1,538.91","1,522.98",108.07M,-0.30%
9/15/2025,"1,531.30","1,533.93","1,537.10","1,530.37",119.77M,0.05%
9/12/2025,"1,530.61","1,515.86","1,530.61","1,515.86",98.97M,0.97%
9/11/2025,"1,515.86","1,506.31","1,516.14","1,506.31",108.68M,0.78%
9/10/2025,"1,504.10","1,503.92","1,506.04","1,498.49",419.86M,0.01%
9/9/2025,"1,503.92","1,497.46","1,507.94","1,497.26",318.13M,0.43%
9/8/2025,"1,497.46","1,505.37","1,513.07","1,491.95",583.17M,-0.53%
9/4/2025,"1,505.37","1,490.76","1,505.85","1,490.76",109.56M,0.98%
9/3/2025,"1,490.76","1,499.06","1,501.47","1,483.23",188.90M,-0.55%
9/2/2025,"1,499.06","1,511.47","1,526.31","1,497.48",135.95M,-0.82%
9/1/2025,"1,511.47","1,528.58","1,538.40","1,510.21",160.64M,-1.12%
8/29/2025,"1,528.58","1,541.99","1,553.71","1,522.62",122.58M,-0.88%
8/28/2025,"1,542.19","1,564.22","1,571.06","1,540.85",342.23M,-1.41%
8/27/2025,"1,564.22","1,576.16","1,576.16","1,564.13",229.59M,-0.76%
8/26/2025,"1,576.16","1,565.11","1,583.58","1,558.74",173.87M,0.73%
8/25/2025,"1,564.71","1,547.31","1,566.17","1,530.70",191.60M,1.12%
8/22/2025,"1,547.31","1,533.79","1,547.52","1,533.52",268.32M,0.83%
8/21/2025,"1,534.60","1,527.37","1,546.41","1,526.83",186.31M,0.47%
8/20/2025,"1,527.37","1,546.22","1,559.53","1,527.37",93.17M,-1.22%
8/19/2025,"1,546.22","1,578.79","1,578.79","1,543.46",148.06M,-2.06%
8/18/2025,"1,578.79","1,603.02","1,603.02","1,577.96",131.09M,-1.51%
8/15/2025,"1,603.02","1,592.06","1,603.02","1,591.14",136.31M,0.56%
8/14/2025,"1,594.14","1,601.89","1,605.29","1,594.14",150.25M,-0.48%
8/13/2025,"1,601.89","1,609.17","1,612.40","1,601.44",223.83M,-0.53%
8/12/2025,"1,610.42","1,613.90","1,614.15","1,606.92",246.00M,-0.22%
8/11/2025,"1,613.90","1,606.76","1,618.56","1,598.05",141.45M,0.44%
8/8/2025,"1,606.76","1,603.75","1,606.97","1,592.09",263.79M,0.19%
8/7/2025,"1,603.75","1,600.51","1,603.75","1,593.66",278.13M,0.20%
8/6/2025,"1,600.51","1,608.75","1,612.65","1,582.57",274.09M,-0.36%
8/5/2025,"1,606.32","1,620.27","1,625.83","1,606.25",254.13M,-0.86%
8/4/2025,"1,620.27","1,618.91","1,638.15","1,612.52",255.30M,0.08%
8/1/2025,"1,618.91","1,610.53","1,632.37","1,610.53",518.96M,0.52%
7/31/2025,"1,610.53","1,613.66","1,620.11","1,610.12",362.89M,0.08%
7/30/2025,"1,609.31","1,578.63","1,613.48","1,576.36",306.25M,1.94%
7/29/2025,"1,578.63","1,553.53","1,583.91","1,550.62",292.77M,1.62%
7/28/2025,"1,553.53","1,563.41","1,569.75","1,553.53",296.77M,-0.69%
7/25/2025,"1,564.26","1,556.40","1,571.03","1,548.98",178.71M,0.59%
7/24/2025,"1,555.10","1,538.88","1,555.10","1,537.75",223.49M,1.05%
7/23/2025,"1,538.88","1,532.14","1,538.88","1,527.27",192.69M,0.44%
7/22/2025,"1,532.14","1,529.77","1,570.34","1,525.95",293.38M,0.12%
7/21/2025,"1,530.31","1,536.06","1,539.37","1,515.30",208.20M,-0.37%
7/18/2025,"1,536.06","1,560.06","1,566.70","1,532.72",1.61B,-1.08%
7/17/2025,"1,552.86","1,594.15","1,616.04","1,544.33",509.33M,-2.34%
7/16/2025,"1,590.09","1,501.99","1,591.91","1,501.99",482.64M,7.05%
7/14/2025,"1,485.35","1,469.93","1,499.16","1,458.38",366.43M,1.88%
7/11/2025,"1,457.87","1,380.47","1,458.24","1,380.47",429.23M,5.61%
7/10/2025,"1,380.47","1,329.69","1,385.38","1,329.69",445.42M,3.86%
7/9/2025,"1,329.15","1,323.19","1,336.48","1,316.17",186.67M,0.45%
7/8/2025,"1,323.19","1,308.25","1,323.67","1,304.20",237.64M,1.14%
7/7/2025,"1,308.25","1,296.02","1,311.50","1,296.02",202.29M,0.94%
7/4/2025,"1,296.02","1,298.60","1,300.00","1,290.79",125.83M,-0.13%
7/3/2025,"1,297.72","1,281.21","1,303.07","1,281.21",193.71M,1.29%
7/2/2025,"1,281.21","1,278.83","1,283.89","1,271.00",174.46M,-15.20%
7/1/2025,"1,510.78","1,280.41","1,512.99","1,280.41",83.63M,17.99%
6/30/2025,"1,280.41","1,298.91","1,302.21","1,273.56",419.54M,-1.09%
6/27/2025,"1,294.48","1,304.56","1,310.17","1,290.35",156.21M,-0.77%
6/26/2025,"1,304.56","1,305.71","1,314.23","1,292.95",222.60M,-0.57%
6/25/2025,"1,312.05","1,281.76","1,312.48","1,281.05",260.67M,2.38%
6/24/2025,"1,281.55","1,271.20","1,283.46","1,266.53",244.25M,0.94%
6/23/2025,"1,269.62","1,261.74","1,270.20","1,254.43",281.73M,0.62%
6/20/2025,"1,261.74","1,241.32","1,261.74","1,232.31",162.05M,1.65%
6/19/2025,"1,241.32","1,206.39","1,244.08","1,204.02",220.63M,2.99%
6/18/2025,"1,205.27","1,167.35","1,211.03","1,167.35",318.13M,3.25%
6/17/2025,"1,167.35","1,170.86","1,179.49","1,150.20",471.65M,-0.20%
6/16/2025,"1,169.74","1,205.85","1,205.85","1,128.12",427.57M,-3.98%
6/13/2025,"1,218.17","1,215.70","1,225.91","1,215.59",208.33M,0.20%
6/11/2025,"1,215.70","1,221.51","1,228.04","1,210.29",193.84M,-0.48%
6/10/2025,"1,221.51","1,218.18","1,236.16","1,214.21",287.01M,0.27%
6/5/2025,"1,218.18","1,188.95","1,218.40","1,188.82",1.00B,2.46%
6/4/2025,"1,188.95","1,178.73","1,189.79","1,174.33",323.38M,0.87%
6/3/2025,"1,178.73","1,162.90","1,179.83","1,161.03",316.49M,1.36%
6/2/2025,"1,162.90","1,163.59","1,169.26","1,158.19",211.88M,-0.06%
5/30/2025,"1,163.59","1,167.79","1,169.08","1,163.16",1.58B,-0.36%
5/29/2025,"1,167.79","1,165.11","1,170.03","1,164.19",227.56M,0.30%
5/28/2025,"1,164.27","1,165.47","1,168.47","1,163.37",175.11M,-0.10%
5/27/2025,"1,165.47","1,155.80","1,165.70","1,155.80",143.97M,0.84%
5/26/2025,"1,155.80","1,155.98","1,165.52","1,153.04",156.93M,-0.02%
5/23/2025,"1,155.98","1,139.09","1,157.65","1,139.09",219.30M,1.48%
5/22/2025,"1,139.09","1,149.95","1,155.53","1,136.17",314.83M,-1.08%
5/21/2025,"1,151.56","1,161.06","1,170.57","1,150.82",163.89M,-0.82%
5/20/2025,"1,161.06","1,165.18","1,167.50","1,156.54",160.38M,-0.35%
5/19/2025,"1,165.18","1,173.88","1,174.79","1,165.14",174.41M,-0.74%
5/16/2025,"1,173.88","1,170.71","1,173.88","1,167.84",138.02M,0.44%
5/15/2025,"1,168.70","1,165.50","1,169.76","1,158.28",373.58M,0.20%
5/14/2025,"1,166.36","1,159.66","1,166.73","1,154.45",209.96M,0.58%
5/13/2025,"1,159.66","1,157.31","1,162.08","1,151.48",150.75M,0.20%
5/12/2025,"1,157.31","1,160.98","1,161.19","1,155.49",90.06M,-0.24%
5/9/2025,"1,160.06","1,160.23","1,164.06","1,154.54",155.21M,-0.01%
5/8/2025,"1,160.23","1,150.28","1,160.23","1,149.21",258.76M,1.02%
5/7/2025,"1,148.57","1,124.45","1,148.57","1,121.24",252.20M,2.12%
5/6/2025,"1,124.72","1,107.39","1,124.72","1,104.22",220.37M,1.60%
5/5/2025,"1,107.02","1,123.13","1,125.67","1,104.62",294.59M,-1.62%
5/2/2025,"1,125.29","1,140.97","1,141.86","1,117.27",225.10M,-1.49%
4/30/2025,"1,142.35","1,159.23","1,159.23","1,123.24",168.11M,-1.46%
4/29/2025,"1,159.23","1,144.40","1,161.76","1,144.40",417.06M,1.30%
4/28/2025,"1,144.40","1,129.58","1,149.23","1,127.76",208.13M,1.31%
4/25/2025,"1,129.58","1,112.29","1,132.67","1,109.60",192.61M,1.55%
4/24/2025,"1,112.29","1,114.53","1,116.43","1,110.18",142.00M,-0.20%
4/23/2025,"1,114.53","1,082.83","1,114.53","1,082.83",500.63M,2.93%
4/22/2025,"1,082.83","1,075.19","1,086.53","1,069.77",141.95M,0.71%
4/17/2025,"1,075.19","1,061.06","1,075.22","1,059.56",142.72M,1.33%
4/16/2025,"1,061.06","1,115.08","1,115.08","1,046.58",194.92M,-4.67%
4/15/2025,"1,113.08","1,112.90","1,117.85","1,110.86",170.53M,-0.11%
4/14/2025,"1,114.33","1,136.91","1,136.91","1,108.29",247.54M,-1.99%
4/11/2025,"1,136.91","1,129.30","1,140.69","1,127.74",186.68M,0.55%
4/10/2025,"1,130.73","1,114.72","1,130.73","1,114.72",207.79M,2.65%
4/9/2025,"1,101.53","1,113.74","1,125.30","1,100.47",201.21M,-1.60%
4/8/2025,"1,119.46","1,101.30","1,119.64","1,101.12",205.54M,1.89%
4/7/2025,"1,098.74","1,158.96","1,158.96","1,079.01",235.25M,-5.48%
4/4/2025,"1,162.49","1,156.33","1,164.06","1,152.39",144.33M,0.51%
4/3/2025,"1,156.62","1,161.95","1,166.56","1,155.13",166.05M,-0.36%
4/2/2025,"1,160.83","1,159.13","1,164.83","1,155.56",158.97M,0.07%
3/28/2025,"1,159.99","1,146.03","1,165.84","1,137.54",204.69M,1.28%
3/27/2025,"1,145.35","1,153.59","1,154.67","1,139.00",190.73M,-0.96%
3/26/2025,"1,156.50","1,155.05","1,165.45","1,150.57",156.52M,0.13%
3/25/2025,"1,155.05","1,137.01","1,158.15","1,136.73",134.96M,1.33%
3/24/2025,"1,139.91","1,104.16","1,144.42","1,104.16",237.12M,3.78%
3/21/2025,"1,098.39","1,097.04","1,108.27","1,097.04",162.94M,0.12%
3/20/2025,"1,097.04","1,101.82","1,105.48","1,089.59",113.12M,-0.43%
3/19/2025,"1,101.82","1,117.45","1,117.45","1,099.54",144.46M,-1.36%
3/18/2025,"1,116.99","1,124.87","1,125.80","1,113.95",128.35M,-0.70%
3/17/2025,"1,124.87","1,127.41","1,128.46","1,123.46",75.36M,-0.20%
3/14/2025,"1,127.18","1,129.27","1,131.41","1,126.59",98.34M,-0.19%
3/13/2025,"1,129.27","1,136.05","1,136.75","1,128.36",135.56M,-0.50%
3/12/2025,"1,134.93","1,132.13","1,136.31","1,131.17",84.20M,0.25%
3/11/2025,"1,132.13","1,134.52","1,135.29","1,127.89",138.58M,-0.21%
3/10/2025,"1,134.52","1,132.94","1,143.75","1,131.26",144.42M,0.20%
3/7/2025,"1,132.27","1,131.59","1,145.69","1,127.88",170.02M,0.12%
3/6/2025,"1,130.91","1,121.62","1,132.61","1,114.67",198.37M,0.83%
3/5/2025,"1,121.62","1,124.67","1,124.67","1,103.12",165.48M,-0.83%
3/4/2025,"1,130.96","1,151.70","1,151.70","1,129.78",107.61M,-1.80%
3/3/2025,"1,151.70","1,165.71","1,172.48","1,150.89",98.19M,-1.20%
2/28/2025,"1,165.71","1,167.56","1,171.60","1,161.32",253.23M,-0.16%
2/27/2025,"1,167.56","1,176.10","1,183.83","1,167.12",202.04M,-0.75%
2/26/2025,"1,176.33","1,178.80","1,182.15","1,176.33",90.29M,-0.21%
2/25/2025,"1,178.80","1,185.44","1,185.44","1,178.23",108.87M,-0.56%
2/24/2025,"1,185.44","1,202.97","1,204.98","1,184.84",93.69M,-1.44%
2/21/2025,"1,202.73","1,209.39","1,209.39","1,193.78",95.51M,-0.55%
2/20/2025,"1,209.39","1,217.73","1,223.37","1,207.46",106.15M,-0.68%
2/19/2025,"1,217.73","1,225.17","1,225.53","1,216.75",167.68M,-0.61%
2/18/2025,"1,225.17","1,237.74","1,238.95","1,217.11",152.41M,-1.02%
2/17/2025,"1,237.74","1,243.90","1,243.90","1,235.77",221.10M,-0.40%
2/14/2025,"1,242.75","1,251.95","1,255.01","1,239.73",102.08M,-0.73%
2/13/2025,"1,251.95","1,244.62","1,252.43","1,242.59",117.91M,0.59%
2/12/2025,"1,244.62","1,238.49","1,247.93","1,238.49",102.28M,0.49%
2/11/2025,"1,238.49","1,233.11","1,243.07","1,229.10",127.64M,0.44%
2/10/2025,"1,233.11","1,245.58","1,249.56","1,232.08",180.45M,-1.02%
2/7/2025,"1,245.77","1,225.25","1,245.77","1,224.37",110.16M,1.72%
2/6/2025,"1,224.68","1,225.74","1,231.66","1,220.07",214.77M,0.09%
2/5/2025,"1,223.54","1,186.48","1,224.61","1,185.93",679.33M,3.17%
2/4/2025,"1,185.93","1,184.66","1,185.93","1,178.03",170.14M,0.03%
2/3/2025,"1,185.58","1,190.35","1,190.35","1,183.25",228.67M,-0.40%
1/31/2025,"1,190.35","1,204.19","1,209.04","1,190.15",202.99M,-1.15%
1/30/2025,"1,204.19","1,209.85","1,209.85","1,201.21",210.83M,-0.47%
1/29/2025,"1,209.85","1,210.87","1,211.32","1,205.42",115.32M,0.75%
1/28/2025,"1,200.82","1,209.46","1,211.96","1,191.34",174.71M,-1.21%
1/27/2025,"1,215.55","1,162.04","1,220.06","1,162.04",224.79M,4.71%
1/24/2025,"1,160.88","1,138.41","1,163.52","1,138.41",103.20M,1.97%
1/23/2025,"1,138.41","1,126.69","1,146.16","1,126.69",161.68M,1.04%
1/22/2025,"1,126.69","1,119.84","1,126.69","1,119.64",170.19M,0.61%
1/21/2025,"1,119.84","1,116.52","1,120.96","1,115.02",130.43M,0.30%
1/20/2025,"1,116.52","1,114.82","1,119.15","1,114.82",86.78M,0.12%
1/17/2025,"1,115.22","1,118.24","1,118.31","1,113.14",109.68M,-0.23%
1/16/2025,"1,117.84","1,115.40","1,118.67","1,112.31",175.91M,0.22%
1/15/2025,"1,115.40","1,115.21","1,122.07","1,114.86",63.40M,0.02%
1/14/2025,"1,115.21","1,116.36","1,117.42","1,112.87",131.99M,-0.10%
1/13/2025,"1,116.36","1,120.41","1,122.29","1,113.41",89.28M,-0.36%
1/10/2025,"1,120.41","1,125.01","1,126.40","1,112.62",102.51M,-0.41%
1/9/2025,"1,125.01","1,106.16","1,125.47","1,101.00",75.35M,1.70%
1/8/2025,"1,106.16","1,100.15","1,107.17","1,096.68",92.47M,0.55%
1/7/2025,"1,100.15","1,110.29","1,121.03","1,092.86",277.41M,-0.64%
1/6/2025,"1,107.22","1,099.57","1,107.22","1,099.57",192.53M,0.74%
1/3/2025,"1,099.12","1,087.42","1,101.78","1,087.42",102.62M,1.08%
1/2/2025,"1,087.42","1,084.52","1,088.38","1,083.48",67.76M,0.27%
12/31/2024,"1,084.52","1,088.20","1,089.10","1,084.00",87.24M,-0.34%
12/30/2024,"1,088.20","1,092.81","1,098.02","1,084.58",168.59M,-0.42%
12/27/2024,"1,092.81","1,105.83","1,117.17","1,092.58",168.78M,-1.16%
12/24/2024,"1,105.61","1,096.00","1,113.47","1,081.96",128.56M,0.98%
12/23/2024,"1,094.83","1,071.70","1,095.07","1,071.51",176.27M,2.16%
12/20/2024,"1,071.70","1,054.22","1,071.70","1,053.48",231.61M,1.66%
12/19/2024,"1,054.22","1,046.55","1,054.84","1,046.42",93.52M,0.73%
12/18/2024,"1,046.55","1,039.53","1,046.55","1,036.96",156.33M,0.68%
12/17/2024,"1,039.53","1,038.00","1,041.34","1,035.63",92.82M,0.19%
12/16/2024,"1,037.59","1,039.10","1,042.59","1,036.36",290.41M,-0.06%
12/13/2024,"1,038.21","1,031.70","1,038.94","1,029.94",114.65M,0.63%
12/12/2024,"1,031.70","1,033.96","1,034.60","1,030.73",126.66M,-0.22%
12/11/2024,"1,033.96","1,033.29","1,034.66","1,032.57",84.96M,0.06%
12/10/2024,"1,033.29","1,030.30","1,039.29","1,030.30",220.55M,-0.20%
12/9/2024,"1,035.41","1,036.50","1,040.75","1,029.60",213.46M,-0.11%
12/6/2024,"1,036.50","1,029.01","1,036.69","1,028.59",381.50M,0.73%
12/5/2024,"1,029.01","1,031.47","1,034.70","1,028.48",181.53M,-0.26%
12/4/2024,"1,031.70","1,032.42","1,034.35","1,030.94",157.82M,-0.07%
12/3/2024,"1,032.42","1,024.68","1,034.39","1,024.68",142.16M,0.82%
12/2/2024,"1,024.06","1,024.57","1,026.43","1,015.78",175.39M,0.08%
11/29/2024,"1,023.22","1,016.39","1,026.40","1,016.39",183.33M,0.67%
11/28/2024,"1,016.39","1,008.90","1,018.52","1,008.90",244.83M,0.74%
11/27/2024,"1,008.90","1,007.47","1,008.90","1,003.36",117.04M,0.14%
11/26/2024,"1,007.47","1,009.62","1,012.91","1,005.94",92.17M,-0.21%
11/25/2024,"1,009.62","1,026.07","1,027.15","1,007.69",303.32M,-1.60%
11/22/2024,"1,026.07","1,037.95","1,038.89","1,024.64",110.82M,-1.14%
11/21/2024,"1,037.95","1,050.13","1,050.13","1,037.95",128.29M,-1.16%
11/20/2024,"1,050.13","1,049.54","1,054.98","1,047.03",88.76M,0.06%
11/19/2024,"1,049.54","1,047.23","1,052.53","1,045.44",94.33M,0.25%
11/18/2024,"1,046.96","1,052.43","1,054.55","1,046.74",79.31M,-0.58%
11/15/2024,"1,053.12","1,045.83","1,053.12","1,041.97",103.31M,0.72%
11/14/2024,"1,045.60","1,039.35","1,047.37","1,034.63",129.21M,0.53%
11/13/2024,"1,040.05","1,025.88","1,040.05","1,025.88",123.45M,1.38%
11/12/2024,"1,025.88","1,020.92","1,028.58","1,020.92",98.61M,0.49%
11/11/2024,"1,020.92","1,029.21","1,031.51","1,018.23",135.79M,-0.81%
11/8/2024,"1,029.21","1,032.87","1,041.29","1,019.38",251.49M,-0.16%
11/7/2024,"1,030.82","1,034.74","1,039.40","1,029.03",187.21M,-0.38%
11/6/2024,"1,034.74","1,044.40","1,046.46","1,033.60",242.67M,-0.92%
11/5/2024,"1,044.40","1,012.39","1,044.40","1,001.63",327.47M,3.16%
11/4/2024,"1,012.39","1,001.07","1,012.60",997.58,438.90M,1.13%
11/1/2024,"1,001.07",989.65,"1,012.76",988.14,641.96M,1.15%
10/31/2024,989.65,985.99,996.73,983.71,156.20M,0.28%
10/30/2024,986.88,970.13,989.91,970.13,164.15M,1.73%
10/29/2024,970.13,984.61,989.31,965.19,158.41M,-1.46%
10/28/2024,984.48,999.2,"1,003.63",984.25,85.64M,-1.47%
10/25/2024,999.2,991.68,999.97,982.78,204.21M,0.76%
10/24/2024,991.68,964.67,993.87,964.67,212.40M,2.61%
10/23/2024,966.46,943.72,966.46,938.75,138.17M,2.41%
10/22/2024,943.72,935.24,943.72,933.32,105.02M,0.91%
10/21/2024,935.24,926.47,955.32,926.47,260.51M,0.96%
10/18/2024,926.39,926.3,926.39,914.02,127.75M,0.51%
10/17/2024,921.65,926.95,928.54,921.65,127.99M,-0.57%
10/16/2024,926.95,927.29,928.33,924.39,121.25M,-0.04%
10/15/2024,927.29,934.56,934.79,917.21,127.05M,-0.78%
10/14/2024,934.56,931.18,936.03,926.95,118.39M,0.36%
10/11/2024,931.18,921.42,935.45,921.42,183.89M,1.06%
10/10/2024,921.42,923.46,923.46,919.24,134.57M,-0.22%
10/9/2024,923.46,929.67,932.32,923.31,175.68M,-0.67%
10/8/2024,929.67,934.34,944.81,929.47,136.63M,-0.50%
10/7/2024,934.34,928.18,937.39,918.32,118.71M,0.81%
10/4/2024,926.84,925.86,929.3,916.57,103.14M,0.11%
10/3/2024,925.86,925.95,929.53,916.87,99.19M,0.03%
10/2/2024,925.54,944.03,946.77,925.33,190.41M,-2.01%
9/30/2024,944.48,934.61,954.38,934.61,149.44M,1.14%
9/27/2024,933.79,937.35,937.35,929.83,79.92M,-0.38%
9/26/2024,937.35,941.14,952.88,929.99,134.24M,-0.40%
9/25/2024,941.14,947.82,952.25,940.92,336.01M,-0.70%
9/24/2024,947.82,920.8,947.82,915.31,331.00M,3.01%
9/23/2024,920.1,922.69,931.46,913.88,128.55M,0.95%
9/20/2024,911.43,913.66,925.75,901.01,227.97M,-0.61%
9/19/2024,917.05,922.81,925.17,914.33,128.21M,-0.62%
9/18/2024,922.81,905.36,923.28,898.99,108.50M,1.06%
9/17/2024,913.1,900.79,915.75,886.3,150.65M,1.45%
9/13/2024,900.07,885.18,900.33,882.97,131.37M,2.72%
9/12/2024,876.26,863.16,878.25,861.04,203.91M,1.52%
9/11/2024,863.16,857.64,864.66,857.64,150.45M,0.64%
9/10/2024,857.64,862.05,865.03,854.19,119.07M,-0.51%
9/9/2024,862.05,855.53,864.34,848.02,305.99M,0.68%
9/6/2024,856.2,852.01,858.25,848.52,109.30M,0.56%
9/5/2024,851.39,857.9,857.9,846.37,152.41M,-0.81%
9/4/2024,858.35,864.69,864.69,856.78,87.36M,-0.89%
9/3/2024,866.03,867.18,867.9,854.67,179.85M,-0.06%
9/2/2024,866.55,863.7,877.92,863.26,167.08M,1.09%
8/30/2024,857.21,848.11,857.62,846.01,98.30M,1.05%
8/29/2024,848.34,854.75,854.98,848.34,173.17M,-0.75%
8/28/2024,854.75,849.45,854.75,847.78,80.69M,0.62%
8/27/2024,849.45,837.3,850.79,836.83,148.37M,1.45%
8/26/2024,837.3,840.77,846.63,835.93,82.52M,-0.41%
8/23/2024,840.77,833.44,840.77,830.53,98.98M,0.88%
8/22/2024,833.44,840.3,841.3,830.35,80.20M,-0.82%
8/21/2024,840.3,842.84,842.84,838.61,116.30M,-0.30%
8/20/2024,842.84,837.95,843.51,835.52,158.05M,0.44%
8/19/2024,839.11,837.67,841.65,834.82,176.37M,0.17%
8/16/2024,837.67,835.86,837.67,833.73,134.62M,0.22%
8/15/2024,835.86,835.63,835.86,829.56,70.79M,0.03%
8/14/2024,835.63,841.43,842.84,833.37,94.90M,-0.30%
8/13/2024,838.15,854.57,854.81,836.5,190.64M,-1.92%
8/12/2024,854.57,853.77,854.57,845.6,235.02M,-0.31%
8/9/2024,857.23,840.99,857.93,840.99,136.23M,1.93%
8/8/2024,840.99,826.95,840.99,826.5,317.57M,1.72%
8/7/2024,826.74,818.81,828.65,818.81,296.64M,0.97%
8/6/2024,818.81,816.81,819.89,814.16,181.42M,0.24%
8/5/2024,816.81,815.74,816.81,813.08,119.99M,0.19%
8/2/2024,815.29,804.77,815.29,804.6,74.15M,1.31%
8/1/2024,804.77,801.43,804.77,799.62,452.46M,0.42%
7/31/2024,801.43,801.56,804.84,793.81,1.51B,0.57%
7/30/2024,796.87,810.91,812.55,796.87,136.09M,-1.73%
7/29/2024,810.91,819.2,819.2,808.29,172.16M,-1.01%
7/26/2024,819.2,821.93,823.45,816.91,616.57M,-0.33%
7/25/2024,821.93,835.23,835.43,816.91,206.47M,-1.59%
7/24/2024,835.23,842.15,842.15,829.37,328.14M,-0.82%
