Date,Price,Open,High,Low,Vol.,Change %
7/23/2024,842.15,847.79,847.79,840.19,73.30M,-0.67%
7/22/2024,847.79,843.99,848.02,843.57,71.67M,0.45%
7/19/2024,843.99,850.35,851.69,838.67,233.40M,-0.75%
7/18/2024,850.35,869.99,869.99,849.91,159.67M,-2.28%
7/17/2024,870.22,860.8,872.34,860.8,209.79M,1.09%
7/16/2024,860.8,853.51,860.8,849.29,183.04M,0.61%
7/15/2024,855.56,844.41,857.58,844.41,177.56M,1.32%
7/12/2024,844.41,846.08,848.09,842.05,196.37M,-0.20%
7/11/2024,846.08,845,846.57,843.94,104.86M,0.13%
7/10/2024,845,848.27,848.27,840.52,802.75M,-0.39%
7/9/2024,848.27,864.67,864.67,847.66,122.85M,-1.90%
7/8/2024,864.67,862.32,865.4,854.62,126.35M,0.27%
7/5/2024,862.32,868.39,868.85,855.16,82.72M,-0.70%
7/4/2024,868.39,850.38,871,850.38,688.56M,2.12%
7/3/2024,850.38,837.02,851.08,837.02,188.89M,1.71%
7/2/2024,836.09,829.51,843.09,828.73,79.83M,0.79%
7/1/2024,829.51,830.89,833.84,824.97,55.08M,-0.08%
6/28/2024,830.2,824.3,830.88,823.06,78.00M,0.72%
6/27/2024,824.3,815.19,824.3,815.19,160.79M,1.12%
6/26/2024,815.19,808.81,818.01,808.81,106.90M,0.76%
6/25/2024,809.02,812.35,812.35,806.11,132.46M,-0.41%
6/24/2024,812.35,820.86,826.73,809.4,709.84M,-1.04%
6/21/2024,820.86,838.82,842.73,815.36,358.14M,-1.26%
6/20/2024,831.3,825.39,832.27,819.71,1.12B,0.72%
6/19/2024,825.39,821.18,827.42,817.58,1.11B,0.51%
6/14/2024,821.18,827.78,828.24,816.36,156.45M,-0.80%
6/13/2024,827.78,819.75,827.99,817.83,249.95M,0.98%
6/11/2024,819.75,813.28,823.4,811.1,566.00M,0.71%
6/10/2024,813.95,798.25,813.95,796.21,809.60M,2.71%
6/7/2024,792.44,787.07,793.09,784.09,210.55M,0.57%
6/6/2024,787.91,798.3,798.3,784.32,167.26M,-1.30%
6/5/2024,798.3,779.17,798.3,772.35,137.15M,2.46%
6/4/2024,779.17,790.64,790.64,774.31,130.84M,-1.45%
6/3/2024,790.64,798.3,798.3,782.54,135.16M,-0.84%
5/31/2024,797.37,797.81,803.07,795.99,249.37M,-0.06%
5/30/2024,797.81,787.93,797.81,785.28,175.69M,1.37%
5/29/2024,786.99,770.05,791,770.05,179.38M,2.30%
5/28/2024,769.27,751.35,769.27,751.35,170.56M,2.39%
5/27/2024,751.35,741.61,761,741.61,281.49M,2.45%
5/24/2024,733.39,754.78,760.53,729.2,676.66M,-2.78%
5/23/2024,754.33,765.17,765.63,742.65,164.91M,-1.42%
5/22/2024,765.17,780.85,785.03,764.01,150.61M,-2.01%
5/21/2024,780.85,781.69,793.88,779.94,107.97M,0.16%
5/20/2024,779.57,791.54,791.54,769.05,240.86M,-1.51%
5/17/2024,791.54,782.99,798.93,782.99,63.71M,1.09%
5/16/2024,782.99,807.56,807.56,782.65,96.32M,-3.04%
5/15/2024,807.56,821.24,824.32,807.56,140.88M,-1.67%
5/14/2024,821.24,829.92,829.92,819.89,115.60M,-1.02%
5/13/2024,829.69,837.99,837.99,822.45,169.90M,-0.75%
5/10/2024,835.93,831.53,843.42,831.53,191.66M,0.53%
5/9/2024,831.53,822.77,843.32,822.77,158.42M,1.06%
5/8/2024,822.77,831.34,831.75,821.62,175.02M,-1.03%
5/7/2024,831.34,857.99,861.76,829.56,201.69M,-3.11%
5/6/2024,857.99,837.45,882.23,837.45,239.95M,2.56%
5/3/2024,836.55,799.56,837.19,799.56,255.05M,4.68%
5/2/2024,799.15,774.35,799.55,774.35,105.22M,3.20%
4/30/2024,774.35,761.37,780.24,761.37,379.87M,1.70%
4/29/2024,761.37,764.5,778.54,753.85,114.12M,-0.41%
4/26/2024,764.5,760.55,766.19,746.58,132.22M,0.52%
4/25/2024,760.55,769.03,772.28,759.76,144.32M,-1.10%
4/24/2024,769.03,775.45,786.44,769.03,236.09M,-0.83%
4/23/2024,775.45,793.26,805.47,775.45,161.47M,-2.94%
4/22/2024,798.9,788.92,811.76,788.92,175.65M,1.27%
4/19/2024,788.92,811.42,817.36,788.92,162.05M,-2.77%
